"SAMPLE_NAME","shannon","observed_otus","chao1","simpson","faith_pd"
"10317.000071407",5.26814933774075,102,153.230769230769,0.954894,13.9135422495168
"10317.000103653",5.12622794200267,104,119.12,0.93293,12.7923647830966
"10317.000043089",5.46796293122716,117,196.615384615385,0.959428,14.1137933252236
"10317.000068149",3.63066236927216,75,102,0.819278,10.8368364692942
"10317.000022510",4.97145789862712,105,140.15,0.933746,14.0981540308371
"10317.000038424",4.66073554645041,80,188.75,0.898644,11.8235354780432
"10317.000066501",4.61521471451772,97,171.545454545455,0.90981,12.6413174264628
"10317.000039938",5.97370136702798,165,268.884615384615,0.969826,18.9152053275917
"10317.000026503",4.57668693703681,69,108.428571428571,0.933082,12.5835071135127
"10317.000023394",4.26113826246895,79,104.090909090909,0.892766,11.4865984414159
"10317.000048364",4.87152555603886,84,132,0.946106,12.2391939841875
"10317.000046183",5.51324728178919,111,130.076923076923,0.960068,14.4238590249828
"10317.000036722",5.915220582988,146,256.55,0.972516,17.4155167596588
"10317.000067649",4.96919304288167,105,126.75,0.9064,12.9889144003015
"10317.000027736",3.99074768410464,59,78.125,0.875834,8.90539417096387
"10317.000031871",4.65396065952674,69,90.1111111111111,0.924776,10.0069613173679
"10317.000013287",6.25975650265727,177,244.096774193548,0.973124,19.2247066895421
"10317.000039541",1.95569859543124,49,86.8,0.545246,7.88688610698869
"10317.000041126",4.10755672527354,76,86.2,0.836482,9.75853295539326
"10317.000023889",4.63962343215225,80,105.2,0.93425,11.3011158791014
"10317.000087631",4.9890035691365,92,147.111111111111,0.93994,12.060438947059
"10317.000033796",4.67516074232412,74,86.3529411764706,0.937158,10.7321917363052
"10317.000044303",5.85452404551723,136,181,0.968568,17.696279053643
"10317.000036045",5.62216082555975,134,173.416666666667,0.958848,16.0091877665212
"10317.000067946",5.73663617538907,131,178.3,0.96264,16.167374383254
"10317.000074857",2.96305558390754,50,56.875,0.663852,7.91092397839462
"10317.000028908",5.49959207883494,148,207.035714285714,0.94208,18.4359208111213
"10317.000048121",5.89477808208805,150,228.12,0.967902,18.4006030845237
"10317.000033678",4.72442753675209,81,129.333333333333,0.932,10.4431096476194
"10317.000023878",5.3126405542235,106,160.090909090909,0.950334,12.8125293395096
"10317.000093648",5.73558200859367,126,198.526315789474,0.970606,17.0028438969762
"10317.000067558",5.20812920503992,112,157.047619047619,0.951184,13.6581604166642
"10317.000037501",6.0467786946476,171,228.972972972973,0.964986,17.993363281202
"10317.000065304",5.57386514401012,124,149.107142857143,0.960928,15.3977093232409
"10317.000069384",5.22949341723835,115,138.25,0.921934,14.3661889930446
"10317.000023834",4.50855701966074,79,104.375,0.92415,10.2937532712818
"10317.000072640",4.08164693935162,81,94.5882352941177,0.81631,12.113410654324
"10317.000017316",4.38493696189801,94,165.75,0.87617,12.5949929441472
"10317.000036900",3.39652020996752,59,74.3,0.743028,9.67566794429614
"10317.000082679",2.23579800994977,61,101.6,0.529198,8.69095636317409
"10317.000022634",3.58623256175662,71,91,0.801312,9.94358492773661
"10317.000094605",4.91139764390537,121,213.8125,0.907536,14.3984490397218
"10317.000093554",5.60011162667614,134,183.136363636364,0.953766,14.7031885490016
"10317.000067637",3.7686249120161,68,80.8333333333333,0.859124,10.0537451849752
"10317.000041075",5.30857348026084,123,178,0.9316,14.1404490928762
"10317.000093607",2.72781531897233,56,63.0588235294118,0.618632,8.81185096830215
"10317.000023888",3.30177188655348,59,82.1,0.767906,8.07003591627572
"10317.000023060",5.50424380105876,125,168,0.951192,16.0059516533125
"10317.000068233",3.95281229757787,59,59.8333333333333,0.873492,8.48032858242449
"10317.000031847",4.38603047694456,74,97.75,0.89749,10.7647096246246
"10317.000039896",5.86733158650007,145,220.136363636364,0.968316,17.5075834324349
"10317.000030991",4.05725924421733,60,75.1111111111111,0.892348,8.31089670597103
"10317.000041540",5.53215522428907,102,116.285714285714,0.965262,12.8923560851251
"10317.000011005",4.67006972316518,99,117.125,0.903988,12.6466174466927
"10317.000041935",3.33486169937002,67,82.8125,0.752488,9.43753708318918
"10317.000041788",4.24773853652572,86,105.117647058824,0.853034,10.4151383810796
"10317.000040357",5.38524132492989,105,140.0625,0.952516,13.2889385560763
"10317.000037576",5.34120938528139,98,161.909090909091,0.960812,13.5174085935752
"10317.000090545",4.98717097273166,104,152.75,0.938336,14.4777611594342
"10317.000034180",4.35809138045931,92,104.535714285714,0.899006,14.3437156812509
"10317.000108013",4.70086802546973,86,122.909090909091,0.918054,11.6675576396611
"10317.000039639",5.41138479452939,103,154,0.955104,12.2658742549249
"10317.000062980",5.57324659971099,136,191.681818181818,0.954188,17.1410956563617
"10317.000072254",4.15337351160744,74,114.6,0.884872,10.0365423854094
"10317.000094714",4.51565949744897,77,104.083333333333,0.924658,10.5605010827826
"10317.000073249",5.2736215118229,105,153.461538461538,0.94573,13.945052321281
"10317.000043213",5.23759041502222,121,143.5,0.94019,15.3546734623463
"10317.000018073",5.35075978843346,150,238.75,0.943724,19.4091462044631
"10317.000100442",5.56703669976958,150,258.5,0.937462,18.9240811047906
"10317.000107977",5.58527382792786,120,163.05,0.961986,15.4564723354658
"10317.000107953",3.86792625261557,67,86.25,0.841,9.88422902391824
"10317.000039726",4.87698517356393,94,121,0.922954,11.5262624188675
"10317.000078771",3.75492510182253,78,117.545454545455,0.803334,9.1909908499722
"10317.000072026",4.14529327089973,76,103.272727272727,0.858336,11.7030628019428
"10317.000017272",3.90870730427257,61,68.3333333333333,0.86349,7.85819051827662
"10317.000090090",4.91156531988464,102,120.9,0.914286,13.7998721595062
"10317.000084292",5.22395312741964,101,128.1875,0.946446,11.5006395488807
"10317.000036856",4.28454509702079,93,106.636363636364,0.859922,12.4707458053378
"10317.000035455",4.87305160359863,99,132.066666666667,0.924434,12.2129886907398
"10317.000084365",5.68610567540403,147,220.75,0.957726,17.1150959173162
"10317.000082680",3.29998428735371,68,95,0.76928,9.00170604453327
"10317.000090547",5.22614598675755,86,100.055555555556,0.958284,12.364615984314
"10317.000068337",5.99640244932364,140,183,0.97057,15.7865964051209
"10317.000039633",3.83026323033913,80,107,0.842944,11.3418538349097
"10317.000035380",4.80443923879457,114,149.652173913043,0.914138,15.3999875335889
"10317.000067793",5.62692286094053,132,177,0.958206,16.9642010347082
"10317.000089209",4.39784624276477,75,81.8,0.905682,10.0525633145095
"10317.000015826",3.91192042550868,83,100.652173913043,0.813902,12.2947256421379
"10317.000035473",5.92243356710589,149,187.28125,0.969388,18.2071955573799
"10317.000096763",6.05437226124402,183,270.567567567568,0.96832,21.8448826518463
"10317.000039837",4.82965511603013,79,89.6875,0.932672,10.3184007418911
"10317.000036039",4.68082077007036,85,124.545454545455,0.918718,13.8222467716019
"10317.000067486",4.67117386300588,77,137,0.923044,8.9528269280422
"10317.000093089",4.85316905145359,111,201.461538461538,0.895778,15.4880145419161
"10317.000084453",3.74671059186452,65,90.6666666666667,0.830224,8.47714988605319
"10317.000069206",4.51119923791613,78,110.5,0.89957,9.66003615987815
"10317.000102658",4.61250975575789,90,148.666666666667,0.913456,11.9993265596893
"10317.000035449",4.7438162921545,128,183.25,0.875718,16.4365381332293
"10317.000037573",4.56042907012459,77,104,0.92571,10.822753048682
"10317.000102694",4.81989977015641,73,84.7692307692308,0.940108,8.72154281662336
"10317.000050517",4.43146375473973,94,132.75,0.888092,11.7452542411388
"10317.000027916",5.38004736411448,120,156.12,0.954644,17.8692638661448
"10317.000065662",4.98537050160917,97,146.583333333333,0.942634,12.5158264386062
"10317.000072047",4.26853180730303,76,105,0.903208,11.1154120615378
"10317.000049804",5.57864732064463,134,206.526315789474,0.95915,17.0517111843993
"10317.000039878",4.30749492009275,52,59.3333333333333,0.916384,7.43199525156361
"10317.000101003",4.11078436063906,67,113,0.890488,9.25472928612934
"10317.000041617",5.71773064356816,144,237.882352941176,0.954944,17.1907706475651
"10317.000028692",4.55904814928816,80,97.6521739130435,0.930522,11.9524926704828
"10317.000072298",4.53101228577483,96,159.066666666667,0.922612,11.8763531050621
"10317.000002889",5.32918412560073,130,183.04,0.937946,16.892235332585
"10317.000100495",4.43548616395476,85,112.083333333333,0.88255,11.9571469609727
"10317.000039554",5.9778478385731,163,226,0.965866,21.5434221717868
"10317.000021207",4.75078002901291,91,113.894736842105,0.930376,11.9532418844097
"10317.000065377",1.01902068770471,42,92,0.212242,7.434044645667
"10317.000069310",4.96910904326126,89,116,0.934736,12.5608892626115
"10317.000028809",4.86777993624191,88,101.125,0.922214,11.4861313655511
"10317.000031434",4.08849418999768,66,83.5,0.870884,9.46198754788788
"10317.000090167",4.92233090401962,98,149.230769230769,0.92344,11.8015954457405
"10317.000093399",5.21038576758269,110,137.555555555556,0.942956,13.5678196539803
"10317.000069678",5.28663762113938,111,132.12,0.944102,12.9989559146255
"10317.000039673",5.16057804097465,99,141.272727272727,0.948902,12.6118837863207
"10317.000058625",2.87902871336571,78,160,0.69495,10.354654009215
"10317.000093111",4.47245692201999,58,68.1111111111111,0.930816,8.95349224388101
"10317.000002319",4.59444919056119,110,212.666666666667,0.893214,13.9848409697506
"10317.000065962",5.17291129437197,135,258.75,0.904438,15.3958548941177
"10317.000036962",4.56394657280104,80,101.428571428571,0.90822,13.6648385297067
"10317.000031813",5.63483717055117,120,180.882352941176,0.961226,14.2666269221153
"10317.000027284",5.39701827342904,118,151.913043478261,0.955658,13.8887191187973
"10317.000028704",4.64898123079965,82,115.333333333333,0.914588,11.6463492438718
"10317.000100523",3.97701187182573,81,114,0.846212,10.1368934817326
"10317.000036147",5.48031068682046,131,164.115384615385,0.938312,14.8541047026428
"10317.000046217",5.3838418086202,90,156.428571428571,0.963026,11.5307938242752
"10317.000067565",6.05106134021023,132,173.130434782609,0.978226,17.6736048589511
"10317.000041547",4.14056045683526,74,119.769230769231,0.896438,9.60195409376425
"10317.000023470",5.12297433312578,99,165.6,0.94716,11.669147993388
"10317.000031441",4.67548444909011,87,114.066666666667,0.914224,10.8579492429268
"10317.000051109",5.64956909179234,134,202.055555555556,0.952808,17.8312144492891
"10317.000051266",5.13953635425209,119,194,0.939112,15.2284309813507
"10317.000107969",3.73462235413357,67,83.8666666666667,0.82013,10.6721609023483
"10317.000039986",5.78994006250031,139,171.757575757576,0.965626,16.1919122377221
"10317.000031257",4.71373218018593,68,87.125,0.932364,10.3877198051523
"10317.000035478",4.56654948985822,77,90.5714285714286,0.909396,10.4628057811366
"10317.000023002",3.44152409555363,55,65.5,0.789068,8.57733204129474
"10317.000052457",4.88377079210814,89,118.076923076923,0.937238,11.1131737540395
"10317.000027840",5.12584752565597,125,189.565217391304,0.935684,16.9102951658249
"10317.000066529",5.85060833921622,145,229.285714285714,0.968834,19.0318103990287
"10317.000039646",4.34702888286506,100,141,0.88844,13.6684613910954
"10317.000039860",3.63817773319685,79,123.4,0.846796,11.0494681233542
"10317.000034147",4.76503992189526,104,176.769230769231,0.917984,14.3490288984226
"10317.000039725",5.76951170043718,128,180.928571428571,0.964474,16.1332462404928
"10317.000010715",4.5421286899374,80,135.111111111111,0.910162,11.3658969534131
"10317.000079795",3.94831397520276,90,184.090909090909,0.850384,12.2669542419499
"10317.000072636",4.57055011583666,90,119,0.907066,11.2424643757929
"10317.000021290",4.67001583593581,87,130.5,0.913326,12.1536230801264
"10317.000073921",4.72477921950494,84,103.117647058824,0.930902,9.49337684987518
"10317.000022545",3.81027486039019,108,163.681818181818,0.750646,14.108172281189
"10317.000042021",4.15154733826039,60,96.1428571428571,0.907394,9.14751549852383
"10317.000031460",5.52183578360322,110,132.95652173913,0.963562,14.0843958001264
"10317.000039882",4.54687674158034,86,117.166666666667,0.922624,11.8944579542958
"10317.000072168",5.6002902645242,142,182.037037037037,0.945398,17.1587750069747
"10317.000037572",4.96544180936666,113,183.5,0.916454,16.2784596193193
"10317.000036855",5.77909780535118,142,232.588235294118,0.960776,17.0608615862449
"10317.000031519",5.07812661121439,103,151.461538461538,0.943258,15.7578741771357
"10317.000063059",4.40277667224686,91,113.894736842105,0.88286,11.6823314469962
"10317.000067933",5.45157791039447,124,188.5,0.950272,15.9002490832917
"10317.000011247",5.6259503513891,140,178.28125,0.957994,16.6975856719106
"10317.000039771",5.18723818723871,108,133,0.916698,12.9344504587568
"10317.000003235",4.69508739474645,88,98.5555555555556,0.882666,11.6512348034682
"10317.000069224",5.59021504545586,114,159.315789473684,0.967834,14.8623631271111
"10317.000023973",6.0063146024421,146,179.176470588235,0.971464,16.3577083973534
"10317.000100356",5.20065817997923,119,156.434782608696,0.940232,14.6096426568967
"10317.000046092",4.94960855062623,86,104.4,0.9319,10.7827949407165
"10317.000069689",4.49228942907292,96,115.894736842105,0.882596,11.958273994872
"10317.000039535",5.82620635798247,149,196,0.9506,18.7061695270036
"10317.000063127",5.24542558110167,143,217.391304347826,0.914202,15.7281160586744
"10317.000074849",4.44368744360058,76,103.083333333333,0.911698,10.1884664432054
"10317.000017166",5.49989827520547,122,177,0.957604,15.1508364583674
"10317.000039598",4.91960192389248,118,174.894736842105,0.918804,15.8142256785056
"10317.000046084",6.21865931075882,158,244.666666666667,0.9791,18.0451076565355
"10317.000026073",4.47915330063088,56,63.0909090909091,0.928638,7.91157779550485
"10317.000082720",5.25405698250148,103,154,0.950728,13.777083163625
"10317.000093606",5.6760512074578,118,153,0.965556,15.2785274214051
"10317.000072170",3.75110196311275,99,110.117647058824,0.7512,13.6044381064676
"10317.000047428",4.77467952286088,92,147.111111111111,0.915784,12.429017909324
"10317.000021323",5.75534075696963,123,181.235294117647,0.970744,15.9876665168271
"10317.000046192",4.62621265279728,88,103.789473684211,0.911804,12.0196435723875
"10317.000079832",4.82360232458266,88,106.055555555556,0.938544,11.105282226587
"10317.000039588",5.23036961942633,99,151.8,0.943426,12.3084234247694
"10317.000027313",4.97133490631596,89,114.090909090909,0.94006,12.0348753692547
"10317.000063081",5.8322376998399,139,217.4,0.962046,16.20752329732
"10317.000051115",5.42152744455513,91,118.083333333333,0.964122,9.89508674397687
"10317.000103706",5.27005103687172,130,173.24,0.93738,16.4702047342836
"10317.000052003",6.25883175861734,171,224.46875,0.97359,19.8667264868995
"10317.000073923",5.68937196626912,127,153.451612903226,0.965284,15.0943525143879
"10317.000041155",3.2533789791155,43,45.625,0.779724,7.19577595659268
"10317.000039663",4.41701555576932,87,124.714285714286,0.898644,11.7603433131129
"10317.000083146",6.18856429264592,159,274.555555555556,0.976712,18.4900267622902
"10317.000001230",4.04317183829355,65,81.5,0.894034,9.7063502602419
"10317.000039693",2.97696967230549,50,65,0.710084,8.36277937520697
"10317.000012937",5.80054547157193,149,223.391304347826,0.96289,17.4208238625339
"10317.000083008",3.48855648682062,61,67.5,0.780786,8.0007393317065
"10317.000012311",4.3639861906089,124,173.038461538462,0.809436,16.8275112623277
"10317.000090137",0.950984788517318,29,44.1666666666667,0.213592,5.67389806115183
"10317.000028923",4.0580471849769,78,123,0.881544,11.0413578869153
"10317.000039597",4.93102426363469,104,139.052631578947,0.93101,13.9416577599063
"10317.000084334",5.48916775847854,123,185.666666666667,0.953344,16.4579521603991
"10317.000067633",4.35348037151496,73,100.6,0.913922,9.45967945468122
"10317.000094705",5.18973413581432,94,117.214285714286,0.954178,12.4253146724385
"10317.000094610",4.6932030604624,80,105.090909090909,0.927796,10.495425001131
"10317.000001586",5.45949533141445,105,134.076923076923,0.958768,11.6969671482586
"10317.000069871",4.69642447592842,95,126.166666666667,0.9167,12.8317321200117
"10317.000044328",5.3278750671159,107,136.176470588235,0.954738,13.1264765437935
"10317.000041531",5.49343974474259,107,127.647058823529,0.957424,13.3182651896731
"10317.000027275",4.66618856020962,86,118.5,0.919056,11.1786412385406
"10317.000069407",4.91969629248542,101,134,0.920852,12.859868750221
"10317.000039587",4.90279099322271,76,97.375,0.929924,9.54030263039073
"10317.000094711",5.19371786349656,87,127.625,0.95802,11.0996231419043
"10317.000082701",4.07595020500987,95,108,0.807482,10.4875161435822
"10317.000041529",4.88965121435246,90,133.153846153846,0.940144,11.8068528445812
"10317.000021272",5.18308514849368,103,134.058823529412,0.94549,12.8989163893258
"10317.000052365",4.56148998980437,76,131.111111111111,0.927882,10.0058488517172
"10317.000039510",3.42268181025038,83,120.058823529412,0.793892,11.4667436422676
"10317.000067672",4.18655648575518,71,90.0909090909091,0.87794,8.7676592052956
"10317.000072169",5.92510542524863,143,192,0.971516,17.9262119621537
"10317.000101049",5.29543894018656,93,126.461538461538,0.959934,10.8428635707433
"10317.000039659",5.41546438163852,140,178.607142857143,0.93367,17.8713315273961
"10317.000090983",3.75874045344536,63,76.6,0.784484,8.1362189472502
"10317.000016344",3.44861225486454,71,110.545454545455,0.798276,10.1029994156931
"10317.000087282",4.80254955314291,97,140.9375,0.92998,12.7154394681548
"10317.000089224",5.32781352905359,126,153.333333333333,0.94626,15.1897855868309
"10317.000026474",4.48089461907529,84,113.076923076923,0.894206,11.0778855608191
"10317.000021249",5.83756130604052,150,238.772727272727,0.965506,16.5634649419007
"10317.000082715",4.15227602304865,81,102.666666666667,0.865288,10.5796503126096
"10317.000051205",4.42597862954103,78,105.083333333333,0.897478,10.8315819654196
"10317.000067673",4.28899730475321,67,84.5,0.89565,10.2778387628439
"10317.000018397",4.66415813333782,90,115.071428571429,0.900998,11.0746639008969
"10317.000001820",4.99455342505555,95,122,0.936668,12.4283815346068
"10317.000031335",4.05373954119761,76,107.909090909091,0.871014,10.2859908789713
"10317.000067613",4.46366045896077,97,120.619047619048,0.888764,13.4022534966313
"10317.000027271",3.10501998250006,68,114.5,0.741514,9.79200797037826
"10317.000108706",5.77569256029494,152,246.545454545455,0.962022,17.9769958799838
"10317.000108698",4.35103945196582,110,136.037037037037,0.858522,12.8582263786346
"10317.000035416",5.12721756321175,119,164.15,0.92159,13.2472883280958
"10317.000071440",5.08075341886778,104,130.105263157895,0.944482,13.1021620012684
"10317.000035390",4.88870442259587,94,132.75,0.926656,11.7439565014686
"10317.000084414",5.38415607312606,125,156.2,0.951408,14.3905479808936
"10317.000046273",4.9979969835857,95,118.076923076923,0.922704,11.3230243070825
"10317.000093116",6.35000434677494,189,282.84375,0.973724,20.9529421051467
"10317.000040390",5.53086850840107,118,170,0.958214,14.326516992044
"10317.000026611",4.21876812720485,89,124.769230769231,0.857004,11.7424358873864
"10317.000021279",6.06017689945068,180,279.387096774194,0.96137,21.5039359320928
"10317.000035425",5.45742913276424,165,269.516129032258,0.93639,19.3343260437237
"10317.000043086",2.81157226495416,81,159.75,0.570202,10.0981234228015
"10317.000089207",5.19380413652991,118,166.235294117647,0.9331,13.7779634886134
"10317.000100452",4.98740186437082,119,173.473684210526,0.89875,16.0797840385197
"10317.000023919",4.16702180921861,73,88.8125,0.869812,9.73126714270388
"10317.000031892",5.36087213638493,108,143,0.944158,12.4180911714107
"10317.000037567",5.5153104461943,130,190.272727272727,0.950096,16.8716045125487
"10317.000031854",4.76432520249598,79,90.875,0.935462,9.78175279273448
"10317.000093586",5.22909787976258,121,143.2,0.93239,15.5115230384866
"10317.000043177",6.17404440277384,179,290.222222222222,0.970744,23.2584177812314
"10317.000041277",4.38605506882813,74,99,0.904972,9.62898000720054
"10317.000026141",5.67007381002555,118,140.555555555556,0.962918,14.0117935147443
"10317.000034244",5.64969248500316,143,198.25,0.95719,17.1645114297264
"10317.000035766",5.00919448293594,105,135.272727272727,0.936414,12.7296754717375
"10317.000027912",4.76252168317744,87,100.315789473684,0.91596,11.6269838855916
"10317.000084338",4.98549042780124,103,130.352941176471,0.92384,13.0089640862711
"10317.000023882",4.57126505024786,95,141.75,0.892006,12.3524522136422
"10317.000063585",4.71017662033528,113,160.045454545455,0.883042,14.5788705321396
"10317.000067621",5.11568960283848,102,141.666666666667,0.94115,13.6715229559872
"10317.000103675",5.29131644042727,116,178.666666666667,0.949072,15.3141377738325
"10317.000039586",4.48706449484135,104,177.928571428571,0.901668,14.4687193107711
"10317.000103759",5.69854948201157,156,227.724137931034,0.952926,19.6413739917762
"10317.000108580",4.02038346831205,61,82,0.887384,8.63487344159217
"10317.000087193",5.32499677578621,105,117.5,0.954562,13.0048893175404
"10317.000052420",4.70277665314271,105,144,0.907248,14.3034359530642
"10317.000046178",4.3254237386716,59,70,0.905436,8.86792661211747
"10317.000039630",5.29348020520337,116,169.8125,0.945994,15.238357667502
"10317.000023030",4.58684499099849,105,127.037037037037,0.872088,12.5813987946996
"10317.000041323",4.84844155704926,132,172.285714285714,0.867272,15.6537560506939
"10317.000068089",3.93674034722882,74,93.4615384615385,0.833796,11.2518902217621
"10317.000026632",5.00118267746359,83,93.2,0.94046,11.7340721087012
"10317.000091056",5.79871955223307,134,207.928571428571,0.96221,16.081818002984
"10317.000011248",5.67541149252015,137,175.607142857143,0.957838,17.1266471576965
"10317.000023855",5.14530112200615,87,124.8,0.954732,11.1350954300349
"10317.000069333",5.59229729500779,98,168,0.971426,12.0390705250046
"10317.000028730",4.89446347242988,122,197,0.894812,15.8078635263251
"10317.000100458",4.62555580651882,88,103.8125,0.90582,11.2533413658197
"10317.000094604",5.07539768477875,99,128,0.93904,12.6439787906566
"10317.000076760",4.80846525438627,91,114.882352941176,0.93383,10.3416094697329
"10317.000068132",4.26480104617808,67,144,0.873918,10.0276185892302
"10317.000058489",3.98028083459729,93,126.157894736842,0.815916,12.2692309041524
